SECURITY_ID_INT,raw_X,raw_Y,vertical,horizontal
328,-4.93058630441,24.5361748863,small,value
1732,-4.44432159922,53.4406981647,small,value
4925,-3.87777959361,93.7569701988,small,value
652,-3.8398142853,77.736490318,small,value
3418,-3.66279185247,53.5624313672,small,value
1307,-2.48419893903,96.8617311418,small,value
999,-0.484001293506,88.9393709597,small,value
1752,-0.287419837072,83.6753049312,small,value
1585,1.68423930553,69.3687790588,small,value
2904,1.69200539347,78.4535101203,small,value
310,2.14843297292,29.5004549825,small,value
2746,2.91836021038,80.0578476664,small,value
2430,3.19996303883,47.8478885916,small,value
344,4.15707216724,76.7554565999,small,value
2910,4.43494804867,66.2825246802,small,value
4951,4.62478250488,60.4305740765,small,value
3157,5.12584569906,61.9667958607,small,value
30639,5.34821302751,64.526561522,small,value
811,6.34228483784,46.9968492097,small,value
30491,6.36805339201,60.6252893332,small,value
29772,8.03228677795,75.8467519293,small,value
465,8.39171011744,88.0708914468,small,value
248,8.76116166036,41.8773602344,small,value
2365,9.05335608304,74.4883112442,small,value
1328,9.67378976429,66.0602036578,small,value
449,10.3830615001,93.6416225104,small,value
806,10.4156049519,36.3441693464,small,value
2322,10.5523983426,32.916391576,small,value
3464,11.2703233353,46.9849123736,small,value
937,11.9001922287,69.8488609051,small,value
116,11.9988920934,24.7827352274,small,value
2953,12.0847603789,94.2796033223,small,value
4543,12.089754441,61.685725865,small,value
4945,12.0941984774,49.3880795783,small,value
2280,12.2367392555,79.5674477199,small,value
731,12.9262773684,62.6731569981,small,value
463,13.1152562759,92.3711650353,small,value
656,15.5535840355,55.9019210184,small,value
2114,15.6077939046,73.9389361829,small,value
2892,15.699187068,45.2642706293,small,value
4709,16.1559575856,95.1704361555,small,value
30826,16.6150064023,47.8854169863,small,value
391,16.838857843,96.4348989416,small,value
29960,17.7616801435,71.1801281901,small,value
785,18.2242965143,90.0538947782,small,value
3365,18.4437596265,84.4859841339,small,value
333,18.8879774328,95.2869016906,small,value
274,19.2928923177,38.3281967653,small,value
2938,19.5027010528,99.1476020736,small,value
4640,20.0998676115,18.4355221792,small,value
693,20.3879168401,97.9308895299,small,value
1371,20.5452456634,57.3789258968,small,value
29373,20.6506389782,42.9999203304,small,value
3175,20.9438659726,4.01293109633,small,value
794,21.5372920015,88.956847333,small,value
3754,22.5531922843,50.859942463,small,value
891,22.7172878282,66.8538103719,small,value
442,22.9247730601,19.9625242669,small,value
403,23.4172086079,73.4801076501,small,value
808,23.4895190954,35.1335069015,small,value
2758,23.5521623241,44.3840955111,small,value
397,24.0972954164,39.4669310338,small,value
2070,24.2771391277,73.2214760195,small,value
4564,24.6408194774,81.703241536,small,value
4775,25.1992740091,84.2491841673,small,value
3156,25.2070334906,51.6017372219,small,value
3630,25.2901051483,50.143664629,small,value
2310,25.6872825314,99.7125248291,small,value
29202,25.8382853011,54.5554902325,small,value
1480,26.1599523131,80.9782495781,small,value
100,27.6577960646,53.0274795565,small,value
3199,28.226067203,67.8407040073,small,value
2363,28.9884685577,96.0728786223,small,value
30188,29.3514277582,51.8183637627,small,value
247,29.5673799755,76.5495879039,small,value
4990,29.6419338789,41.0549686459,small,value
327,29.9750850511,0.592873024284,small,value
967,30.1752104477,73.7018761599,small,value
4536,30.2542808202,38.587169933,small,value
4072,30.4123813998,94.1690343919,small,value
30130,31.3419982096,63.0435912785,small,value
1432,31.8673575971,77.064777817,small,value
4574,31.8911559603,68.1540139881,small,value
228,32.2846236566,52.4699304203,small,value
2200,32.395723015,94.9845136358,small,value
4471,32.4231705434,61.0529850527,small,value
1474,32.8337532071,91.4348394763,small,value
2055,33.480567897,63.2805364302,small,value
789,33.9179036001,58.6437990275,small,value
687,34.1587598373,18.6967392344,small,value
3789,34.1620389023,35.9450077702,small,value
30759,34.5866342913,-2.68645403609,small,value
3745,35.0386409017,99.8259356986,small,value
1479,35.0822360718,68.4577310501,small,value
3478,35.4270882922,91.5318922334,small,value
2803,35.8070970235,69.7345068272,small,value
3613,36.1026012312,21.2207586061,small,value
29113,36.2374777958,22.016037309,small,value
154,36.9090071703,84.9928824859,small,value
2066,37.0429507979,43.574687097,small,value
3161,37.1892887207,68.9231272571,small,value
30589,37.3432918582,64.4108292089,small,value
73446,37.3739218271,30.5799818086,small,value
3348,37.469085678,83.7597746998,small,value
1344,37.5545359003,63.6621502519,small,value
2063,38.171479358,44.638680047,small,value
2921,38.6189003321,70.610460112,small,value
851,39.0034890725,90.9159013053,small,value
218,39.6611993098,33.3443618524,small,value
72682,39.9898327038,58.2990576766,small,value
377,40.1550717015,17.8433405506,small,value
2958,40.4705841854,71.8850101908,small,value
1289,40.5281425482,56.7788305669,small,value
1565,40.7721407418,55.4190618662,small,value
2087,40.8839896699,85.4564850718,small,value
2907,41.7399944387,49.6515071584,small,value
4924,41.8295314595,52.3326884033,small,value
1542,42.7902673445,92.5894596452,small,value
2755,43.0748520447,87.2433572127,small,value
106,43.2074975749,19.7992580652,small,value
30855,43.3110977567,37.6744902977,small,value
759,43.8617384178,50.6365485859,small,value
744,43.8938567104,38.3731188857,small,value
2737,44.610578842,51.7824000064,small,value
29390,45.2492413862,83.889400974,small,value
29617,45.7102112708,32.919399116,small,value
4504,45.8960615808,88.4789962163,small,value
2496,46.4583126922,29.2128703675,small,value
3644,46.499543424,34.1803753753,small,value
2425,46.5127376467,68.6895814298,small,value
997,46.7641560636,-0.284762631092,small,value
1521,46.8028237331,34.2567042385,small,value
30004666,47.0213350616,29.6354180044,small,value
676,47.0847895857,34.9751680103,small,value
133,47.1171977858,67.3366763928,small,value
2861,47.296586399,40.4299401917,small,value
2726,47.335033447,98.2317862446,small,value
4665,47.6331726767,93.1748659943,small,value
4077,47.7230087226,76.5942609637,small,value
47,48.9312034223,82.228503747,small,value
30291,49.2723283042,83.5063492336,small,value
3601,50.0594876904,72.1585778966,small,value
2927,50.5908930271,51.1627905036,small,value
2287,50.7115425078,64.64613126,small,value
1394,50.7738759819,61.528910063,small,value
2761,50.8979556062,12.9753262789,small,value
1078,51.5018233457,5.66582456672,small,value
1500,51.6743574544,98.9994226117,small,value
1377,52.4469826839,61.0671390659,small,value
1543,52.6725572938,21.8037278186,small,value
1188,54.2078344927,76.3687071613,small,value
802,54.248679161,36.3173294481,small,value
432,54.6784378553,47.1607607371,small,value
97,54.6799702684,90.2172428402,small,value
657,54.942862954,59.0185674091,small,value
30836,55.33960573,65.0406394515,small,value
70978,55.5519544795,13.1708084683,small,value
2960,56.3891811646,30.9684653347,small,value
30735,56.6465129652,24.8758279086,small,value
1438,56.8036933353,66.2121012997,small,value
1756,57.1852971099,41.6804984573,small,value
626,57.3865315635,33.1005591235,small,value
1697,57.4697435843,35.9515031139,small,value
4806,57.8331062172,40.7948489429,small,value
4475,58.5670400612,52.7003577355,small,value
4714,58.5849497689,67.4841907918,small,value
4546,59.057765919,44.5827536367,small,value
72900,59.3554603745,8.21007900022,small,value
2745,59.422110502,95.4451201005,small,value
2291,59.5857123299,53.6047725079,small,value
1537,60.5717666716,7.87555002453,small,value
2418,60.5754217991,82.1382113702,small,value
3428,60.634659969,75.1404856876,small,value
853,60.9254281666,57.0963372829,small,value
30236,60.9405632822,99.5000435549,small,value
30669,62.2785401235,87.9202941854,small,value
4498,62.475911983,66.909980187,small,value
223252,62.6359841618,13.1430922391,small,value
2495,62.779851518,39.8396727058,small,value
3411,63.2018647722,56.0940217535,small,value
740,63.3941999639,66.1833428939,small,value
688,64.1138409083,42.7230014889,small,value
948673,64.2201062833,91.2510647625,small,value
29700,64.4499284386,75.9744842083,small,value
1359,64.655723895,92.1292345675,small,value
2912,65.0344772755,64.7335650434,small,value
4728,65.0962801818,32.1008726498,small,value
4921,65.3335197197,49.9465340899,small,value
42941,65.812769279,34.6925343186,small,value
1740,65.920178933,72.3635464674,small,value
517,66.0293517193,95.5598179445,small,value
1071,66.5614367484,86.7337870055,small,value
1513,66.5764540324,57.0479909185,small,value
4619,66.6270984942,41.5874334822,small,value
2806,66.8370764219,48.8188025844,small,value
3231,67.5307674854,95.6491010095,small,value
1257,67.6973712225,80.1696338058,small,value
3536,68.6899880119,49.6621847813,small,value
4735,68.7693342718,77.0676540056,small,value
1121,69.4523501252,76.0008717495,small,value
2772,69.4913656047,83.5977687812,small,value
4717,69.5747663721,41.7173882389,small,value
3243,69.703524294,89.4353724179,small,value
3777,70.1539068839,4.57866771271,small,value
75923,70.6643456078,37.2014537448,small,value
2311,70.7400187713,33.6057138506,small,value
188,70.8357345035,82.0962951653,small,value
2942,70.9294859739,98.7495488118,small,value
4693,71.7453994804,60.6845924841,small,value
1126,72.5327707131,73.7928519758,small,value
4658,72.6128177822,47.5917264946,small,value
4691,72.653637368,10.0598051313,small,value
199,72.7669275357,59.4706675034,small,value
3587,72.8600374611,99.923892308,small,value
2524,73.2289265052,47.7596097327,small,value
469,73.4118667377,46.1815613207,small,value
2736,73.5380705922,98.0789558317,small,value
1274,73.6251400797,69.8198893356,small,value
583,74.6798522354,93.4979102068,small,value
1721,74.7104200304,46.3086931864,small,value
1509,75.0549473393,32.0622928416,small,value
3492,75.4615983827,81.9616745871,small,value
29195,75.4806672842,93.4127667174,small,value
1460,75.8334499355,66.061940902,small,value
3700,75.9517725766,2.34079436996,small,value
3503,76.1319037782,-3.23300296822,small,value
3386,76.700675533,78.7828059777,small,value
2974,76.936627063,86.3384186543,small,value
1702,77.9181639929,43.0589720971,small,value
3759,78.2356723001,48.9142319055,small,value
468,78.4431774328,36.229403475,small,value
1221,78.5332459519,59.2545292368,small,value
981,78.536837627,40.307923245,small,value
1382,78.7096226554,66.5430558718,small,value
3633,78.9536653371,60.1721702833,small,value
4521,79.393866565,76.3129872353,small,value
1512,79.5717765918,1.42232926126,small,value
3773,80.2343317043,47.946792319,small,value
30187,80.3987118509,46.4279116253,small,value
30502,80.6231015658,27.4368749814,small,value
270,81.6202420252,30.3304050995,small,value
1370,83.1755994248,89.9116446949,small,value
2283,83.438740877,70.2411286796,small,value
317,84.6818136984,63.2696791195,small,value
30732,84.7325819757,46.4711576061,small,value
3216,84.7976653782,29.6304837721,small,value
3516,85.1740952217,56.4939056264,small,value
3283,85.4096643097,41.7254969332,small,value
2769,86.2719614968,22.8915696071,small,value
3616,86.3361305829,39.2669323916,small,value
70030,86.4115281202,9.69243047285,small,value
3712,86.5340430931,85.1217375296,small,value
2925,86.6564082255,48.8129867402,small,value
3488,86.7094339571,51.0998867832,small,value
29843,86.8059527493,44.1621041632,small,value
4762,87.0180400734,87.0783145135,small,value
915,87.3319910546,96.268585292,small,value
39021,87.3616773625,63.6670664578,small,value
3222,87.480566476,76.0688276622,small,value
1998,87.5795843047,88.2191781547,small,value
30776,87.6631650676,43.1798475685,small,value
29090,88.4067858177,62.9737879224,small,value
3280,88.9623240782,61.6156187606,small,value
3647,89.364656863,74.2871140201,small,value
280,89.5991394266,75.7286939367,small,value
3254,89.8886536832,35.9859182171,small,value
255,90.0478971642,78.128544213,small,value
3555,90.4104781669,56.384663871,small,value
3521,90.6540690569,76.2173350208,small,value
3826,91.0371222696,71.971234239,small,value
3589,91.5069039817,91.3615143743,small,value
29715,92.236495486,89.5698973421,small,value
760,92.2588278329,31.3384862008,small,value
3275,92.7166733502,52.8240036785,small,value
2233,92.8571483698,17.0234618982,small,value
320,92.9436432706,27.1222479816,small,value
478,93.2787023149,75.2453390268,small,value
136,93.5737599777,48.3220568141,small,value
3716,93.9619248982,86.3371063602,small,value
1133,94.3239919384,85.0272960862,small,value
1437,94.4423705321,39.2179265515,small,value
3694,94.6125435077,66.5925877917,small,value
1314,94.6365163488,89.9407173166,small,value
2499,94.8565251769,28.9049020715,small,value
4696,95.0869605393,98.7585770416,small,value
1448,95.5535655824,28.109050791,small,value
509,95.5645403514,95.1834744911,small,value
3582,95.8182905497,42.4621845077,small,value
2850,95.9320451186,72.8169689736,small,value
30632,97.1343394555,20.4089954604,small,value
57,97.1994830264,67.0945729412,small,value
3596,97.2257980453,89.3258805953,small,value
2494,97.3038399266,43.2079059064,small,value
30610,97.5558897935,63.7564265169,small,value
1571,97.9787354667,59.1695354292,small,value
29093,98.2915669587,53.7413198192,small,value
1160,98.4168388442,93.2904775064,small,value
941,98.4788361023,15.071770823,small,value
703,98.5271084986,12.4154810021,small,value
451,99.5492511408,19.2632695072,small,value
1451,99.9296929293,85.4634360379,small,value
4569,100.0,42.9619335617,small,core
2492,100.224264767,51.8384187398,small,core
908,100.276185656,90.9451248563,small,core
216,100.31357196,70.2351613182,small,core
3522,100.316695162,79.1230328255,small,core
3180,100.676973436,96.6952827196,small,core
844,100.874984253,63.1211604808,small,core
4541,101.122949374,57.267133526,small,core
3454,101.225695744,35.3318960891,small,core
3567,101.315895945,53.3936481052,small,core
1094,101.362204618,23.3523203321,small,core
3679,101.579008374,61.7331798524,small,core
29200,101.63969814,22.0147689685,small,core
929,101.970119468,21.7615257775,small,core
3316,102.278168133,70.0340048923,small,core
29704,102.455153475,68.3899045531,small,core
490,102.594085509,98.4513608083,small,core
2452,102.612071524,78.2416764057,small,core
4138,103.050984281,51.9103095164,small,core
1951,103.052329367,40.1344638509,small,core
4662,103.085734864,85.2251673035,small,core
406,103.630643009,46.7566031707,small,core
3347,103.76053808,51.5316767228,small,core
788,104.280680258,36.8220880065,small,core
4789,104.307872103,93.0121746095,small,core
2429,104.721332961,74.7633106136,small,core
885,104.975536424,98.7007942446,small,core
836,104.97672665,21.8442181042,small,core
852,105.563122366,41.0542276522,small,core
3448,105.682137841,93.3249384164,small,core
30189,105.758246117,78.5108779211,small,core
29831,105.807144274,37.2833530025,small,core
30753,106.102492686,84.9059158355,small,core
2446,106.289279649,74.0757049997,small,core
349,106.43657379,20.5773988895,small,core
2749,106.480481491,37.7139821416,small,core
724,106.580915989,4.04586798791,small,core
72666,106.656426348,32.3238178894,small,core
4477,106.73873285,64.8446181713,small,core
3358,106.98358151,96.4755963834,small,core
2405,107.176799773,94.5591420057,small,core
3310,107.325051778,0.489270132907,small,core
3260,107.437820837,79.4337571829,small,core
29570,107.528286089,37.8794961356,small,core
29458,107.822984202,68.5522638574,small,core
494,108.115416914,19.5135021621,small,core
1488,108.131577903,60.3070141023,small,core
2321,108.579826395,66.5002303138,small,core
3593,109.134152427,90.3602020597,small,core
191,109.151493634,44.6363981572,small,core
3549,109.925397266,75.6225635967,small,core
4128,110.684615505,90.2168167787,small,core
91,111.597503528,96.5237941723,small,core
2201,111.674827963,80.8857920224,small,core
4537,111.823465465,77.3323134378,small,core
2814,111.838084383,94.8537843171,small,core
3436,112.065571241,75.443812355,small,core
1146,112.118372875,39.5987101272,small,core
2084,112.323187238,93.8472184549,small,core
1270,112.837522867,90.0143029316,small,core
1124,112.962666,90.1559212905,small,core
4510,113.055945316,79.1195188374,small,core
2852,113.145913706,23.289913418,small,core
695,113.976127715,66.1697537071,small,core
2293,114.063533112,75.0059572202,small,core
2231,114.463992967,22.5369807619,small,core
62,114.718071724,68.2918126218,small,core
1742,114.864285393,24.7787846966,small,core
2445,115.091982975,86.3451179985,small,core
3495,115.205188835,97.7259720665,small,core
4681,115.91858159,98.1119252684,small,core
476,116.141064959,63.0353346715,small,core
3451,116.494764573,83.025515782,small,core
1238,116.524060135,97.9811125315,small,core
1978,116.566207954,89.595337352,small,core
3743,116.60056027,35.7338014647,small,core
2088,116.924287174,15.0018233665,small,core
2839,116.999610313,82.7519322433,small,core
2097,117.363802651,73.156557058,small,core
30601,117.538200238,43.9923734027,small,core
2833,117.638324496,47.5533398813,small,core
195,117.737886597,43.969185499,small,core
30794,117.949988532,26.2344504843,small,core
3598,118.024148609,40.057620845,small,core
533,118.140256164,52.4946828586,small,core
3409,118.806033078,22.1967014798,small,core
3493,118.888614157,41.0202741518,small,core
3218,119.316984635,69.0546249803,small,core
30362,119.5823442,97.0885069605,small,core
76117,119.598830877,-61.7445283539,small,core
29784,119.937498368,17.3222595067,small,core
1378,120.124693179,11.6798819626,small,core
3412,120.170710179,92.3207774265,small,core
2118,120.263158677,61.8730060002,small,core
2129,120.356747468,77.7494690438,small,core
3362,120.434898932,62.0425704135,small,core
30583,120.665266191,36.4142283054,small,core
4608,120.715193177,75.355420595,small,core
3239,120.716026708,92.9782245344,small,core
2774,120.789092016,70.8936502185,small,core
939,120.854514099,18.6257034962,small,core
1997,120.923563616,44.9206810001,small,core
75647,121.058081818,37.2471894792,small,core
29382,121.365632886,80.2547218822,small,core
321,121.555153749,21.0830489256,small,core
75284,122.007464181,17.5818667941,small,core
3296,122.293564044,16.3064619345,small,core
1786,122.406681634,68.4639659292,small,core
39917,122.41907507,26.152444522,small,core
769,122.439264269,12.9762539762,small,core
30239,122.481303218,91.9243933598,small,core
2862,122.547794966,81.26014867,small,core
4622,122.581027139,33.1035856388,small,core
3689,122.588147811,45.4340517982,small,core
753,122.970528643,42.5455495328,small,core
1022,123.031982662,32.1836552725,small,core
70104,123.362036884,58.2275108268,small,core
2849,123.507144547,58.7884662268,small,core
75271,124.021990265,78.2951108064,small,core
4159,124.359556347,48.1844757997,small,core
499951,124.461687539,72.232746127,small,core
4712,124.496897669,9.99545984639,small,core
75911,124.880016605,62.2001686659,small,core
1144,124.918164245,11.5330580345,small,core
4093,125.31485013,-14.5570079277,small,core
381,125.805085324,40.333859087,small,core
2738,125.968740824,86.9532291159,small,core
1546,126.13172377,86.372309123,small,core
2094,126.250293877,78.9899721683,small,core
3744,126.569214431,86.5045353667,small,core
2941,126.629822762,49.6854396676,small,core
3142,126.873717912,52.7579390157,small,core
29402,127.170171145,-6.51138900586,small,core
249,127.906671822,28.0583105398,small,core
4071,128.523062722,11.4422689284,small,core
76072,128.983086643,95.9754267321,small,core
1486,129.354303552,45.7872639366,small,core
2913,129.387215566,31.8704149939,small,core
3753,129.725809819,69.2293593029,small,core
1172,130.224319759,11.8872545222,small,core
3470,130.255736128,94.3390580579,small,core
1095,130.371018564,-1.07660747702,small,core
355,130.375821069,52.5363086659,small,core
1367,130.634608603,65.3551010993,small,core
30131,130.898115672,8.28856483462,small,core
42462,130.911520089,61.8083840358,small,core
2469,131.151872936,77.1946003184,small,core
4633,131.67173226,72.5315801542,small,core
3514,131.771548971,33.1186166846,small,core
11300,132.005330248,53.974206383,small,core
30641,132.048364096,20.7788831711,small,core
4970,132.46647641,-4.84531857807,small,core
663,132.931375778,69.8619834171,small,core
1130,132.962394191,94.8250883019,small,core
3251,133.047688785,-3.632688916,small,core
3237,133.308203048,57.5497689655,small,core
30004704,133.4102995,23.6988562259,small,core
3182,133.446143363,61.4768798301,small,core
1968,133.44918424,65.5605302269,small,core
2763,133.592152416,86.0312943123,small,core
702,133.675307719,32.9419961183,small,core
72735,133.748684126,41.6963191286,small,core
3301,133.926652948,72.8249629208,small,core
3717,134.176414401,16.0287204817,small,core
898,134.23629137,80.4629545745,small,core
3203,134.28309426,74.7447054654,small,core
237,134.362333847,92.1285242731,small,core
2809,134.597801252,50.9779625426,small,core
30800,134.72687908,66.5779225637,small,core
4692,134.731542709,54.8689389843,small,core
1581,134.782156167,25.1707609804,small,core
29718,134.827491599,44.8298853404,small,core
209,134.829663931,38.2256039851,small,core
810,135.000008462,36.4718704351,small,core
75290,135.116538204,11.9064363852,small,core
3554,135.488362843,95.084407389,small,core
4153,135.496842616,23.6835897045,small,core
797,135.851285903,29.2820946837,small,core
790,135.996929422,76.4730982968,small,core
29779,136.080432456,58.3939174668,small,core
3342,136.699257749,7.36683431269,small,core
3315,136.917062605,36.5366221298,small,core
1216,137.440568561,67.8109665922,small,core
1360,137.787624727,22.3794836695,small,core
2374,137.792788587,63.573424312,small,core
1298,137.845095151,99.6919399367,small,core
30606,138.288030233,62.7533891261,small,core
29652,138.68377537,57.4959013619,small,core
655,138.758602573,18.2926618448,small,core
1534,139.063991314,95.0362745618,small,core
2404,139.191104145,53.2152885532,small,core
4661,139.26761146,92.5785644168,small,core
1445,139.30140781,60.9687746226,small,core
2701,139.766255361,59.3775480236,small,core
1040,139.983480086,45.1922254233,small,core
29646,140.054442779,29.1565709304,small,core
75231,140.338241743,49.7621370299,small,core
40084,140.537963715,23.372382247,small,core
1269,140.818839004,73.4595007381,small,core
39053,140.999585446,98.6106908492,small,core
2527,141.14231777,59.6717967253,small,core
29466,141.22492906,66.9676886559,small,core
3422,141.580382231,47.2015188773,small,core
800,141.716814064,11.1802249294,small,core
30072,141.735256542,64.4821634322,small,core
29596,142.833612791,73.4031980296,small,core
3354,142.964176391,99.5892714471,small,core
1192,143.39124858,9.6569040229,small,core
1023,143.459876812,89.4734355119,small,core
1116,143.638783328,59.0147823725,small,core
2842,143.760333434,37.7626697052,small,core
3746,143.864710619,82.2231460302,small,core
4526,144.605406979,98.3923073506,small,core
3794,144.620522303,32.6301564622,small,core
2086,144.624402124,96.367289874,small,core
727,144.812822015,40.2845740634,small,core
2383,144.977418948,-3.6990749804,small,core
29717,145.306983367,87.7690289196,small,core
417,145.358753011,73.8318280891,small,core
1223,145.891151275,20.3929202643,small,core
3718,146.510087161,36.9396118832,small,core
30602,146.561581846,65.3044760239,small,core
2367,146.586315308,55.3457418446,small,core
1536,146.607424217,55.0761609592,small,core
426,146.622299918,95.5801117503,small,core
1315,146.662210589,37.5480735078,small,core
4096,146.676277132,71.1821918808,small,core
775,146.936632825,73.0006073964,small,core
239,147.120319694,67.2824520367,small,core
3779,147.385572512,97.4923660427,small,core
3615,147.993659426,99.2549380605,small,core
646,148.281238696,60.796268374,small,core
40070,148.392667808,45.5329419999,small,core
4756,148.493522954,72.7853414976,small,core
1396,148.662052472,55.4049703854,small,core
2124,148.958010283,41.5018517897,small,core
29619,149.042111642,64.5482294797,small,core
498,149.209162721,52.2305769428,small,core
3584,149.356747442,19.9183241817,small,core
29473,149.390110011,36.8485058456,small,core
3300,149.542991164,89.8976583207,small,core
29468,149.867877895,69.121535852,small,core
260,150.266308603,-2.21137304394,small,core
3200,150.675824707,79.2684223894,small,core
73445,150.796730036,25.693008845,small,core
921,151.405460693,58.5264378345,small,core
29702,151.517866861,71.7457357274,small,core
75267,151.521022904,44.6052063419,small,core
1089,151.624486841,84.6370866053,small,core
40083,151.974024179,78.2951108064,small,core
30716,152.40739685,43.8233012688,small,core
318,152.573931415,-9.47125105569,small,core
418,152.752050071,25.7464201282,small,core
29724,153.295884316,71.1491672526,small,core
283,153.296066986,99.0090879385,small,core
486,153.619709081,85.0385370427,small,core
2300,153.626810834,56.8420685792,small,core
329,153.751223376,50.4850392654,small,core
1515,154.204538744,32.0800492833,small,core
718,154.649954961,61.3053556777,small,core
1196,154.868785979,81.1911571631,small,core
35360,155.266088049,37.3884998798,small,core
2493,155.279172552,87.2347405384,small,core
3241,155.518324858,44.5469561188,small,core
75434,155.585449878,51.0497403986,small,core
1483,155.616397844,72.8023490881,small,core
2111,155.646035433,76.7946966676,small,core
375,156.121027225,65.216857182,small,core
968,156.681714872,57.8667318107,small,core
3165,157.257084335,80.2733219333,small,core
3562,157.431482215,67.0391804978,small,core
30798,157.499486319,84.7692170004,small,core
4467,157.990684958,59.2395955927,small,core
2387,158.243818101,48.9640788892,small,core
1760,158.397543019,63.5787852355,small,core
29610,158.43769184,93.7375002361,small,core
770,159.134788144,62.7957201167,small,core
1987,159.292614501,14.0562927206,small,core
828,159.300375981,28.2013238189,small,core
30129,159.750865158,55.8721545491,small,core
3444,159.771930158,35.2425097924,small,core
1362,159.883821556,85.0492396365,small,core
2458,160.110107573,40.3186740968,small,core
3453,160.419104587,90.9733071004,small,core
27539,160.457394773,91.3377868364,small,core
3427,160.496437327,47.3259514951,small,core
3374,160.601069011,83.4587063177,small,core
653,160.823474549,49.3017688525,small,core
2419,161.049091258,61.923718323,small,core
1027,161.369415495,8.73319715422,small,core
721,161.649692107,46.8569591814,small,core
226,161.967796151,48.5122096941,small,core
4792,162.001760326,96.8002769835,small,core
2891,162.034741045,98.958316966,small,core
3504,162.459415656,25.3779669569,small,core
3252,162.528406388,26.50261659,small,core
1442,163.147490464,7.54598453067,small,core
3228,163.457773479,45.2113199223,small,core
930,163.611945099,98.7128490127,small,core
3385,163.860318257,58.7548012806,small,core
1414,164.128124909,9.01170409637,small,core
3363,164.276629162,76.682319457,small,core
2946,164.707281558,92.8927177665,small,core
1435,165.260281059,74.8616730704,small,core
150,165.545307944,88.8390263466,small,core
521,165.647322295,34.7622292362,small,core
3778,165.725216835,97.2839624195,small,core
170,165.749836285,60.6183171394,small,core
2719,166.103231054,86.0070844743,small,core
3505,166.116791611,28.1836596842,small,core
4795,166.556777066,30.7775357417,small,core
3494,166.58179109,88.543764435,small,core
3509,166.687278311,24.5441428504,small,core
30719,166.765022776,62.1162985266,small,core
2125,166.85351619,50.1791309718,small,core
3291,166.95684448,35.1571224037,small,core
814,167.055664595,41.0568606639,small,core
425,167.463533438,91.3799363978,small,core
777,167.5127488,99.1481604404,small,core
29389,168.244589838,30.1263595795,small,core
29392,168.313127226,87.5893794007,small,core
2470,168.39025789,15.1074122209,small,core
2372,168.541774902,53.2863319999,small,core
29404,168.933238029,35.971378463,small,core
29203,168.937706681,31.3455145756,small,core
30017,169.123692662,5.32017550004,small,core
29572,169.175923452,25.6790143949,small,core
29656,169.327843233,92.7992877872,small,core
2857,169.444432369,67.477038933,small,core
3533,169.540465599,65.6784074488,small,core
516,169.693707373,42.0331594868,small,core
4556,169.766685967,-11.7298505771,small,core
3634,170.061246661,63.2044754093,small,core
2232,170.219142483,84.6727649506,small,core
29388,170.450574088,65.309683323,small,core
2100,170.45099412,49.6018268015,small,core
3490,170.660231891,37.8155184127,small,core
30877,171.273535023,53.1175928804,small,core
29722,171.710798406,31.5624111318,small,core
2284,171.715414481,98.7545241872,small,core
388,172.211349642,24.7742926045,small,core
4131,172.442065378,55.8229565957,small,core
1569,172.466250967,14.1331193816,small,core
3659,172.934634621,99.2588207139,small,core
4532,172.942201776,23.2330772341,small,core
4501,173.024359759,93.5732642937,small,core
2519,173.222462515,98.6626634349,small,core
1544,173.357106664,97.4186077438,small,core
250,173.521745386,18.641386963,small,core
29457,173.7898173,47.2644449015,small,core
2515,173.867962174,57.5192843245,small,core
3750,174.068936664,15.6905190511,small,core
4632,174.122215644,75.0770087378,small,core
900,174.46818709,59.2464885921,small,core
4697,174.864032215,59.4858724447,small,core
2444,175.573732527,23.3319494015,small,core
778,176.44213042,78.484987515,small,core
2950,176.541693811,44.0839902758,small,core
30842,176.638348581,15.6337740387,small,core
29403,176.722439406,28.8226544507,small,core
2235,177.026979971,63.5833873435,small,core
826,177.117329129,45.8121508274,small,core
2928,177.380629936,81.5731255442,small,core
484,177.677434326,7.45788720915,small,core
3187,177.742685321,3.0992536593,small,core
3496,177.753343719,63.1827249881,small,core
670,178.104162468,8.43068466188,small,core
4613,178.934146376,78.7142586581,small,core
3265,179.079116953,89.0486883638,small,core
3566,179.452602824,88.0491394171,small,core
29531,179.633430445,78.040511128,small,core
1368,179.638059064,80.2805172575,small,core
2433,179.712050041,32.609747669,small,core
3424,180.541791681,6.73532339352,small,core
682,181.026961853,73.3278589694,small,core
1452,181.57262017,47.2290272675,small,core
3177,181.744202853,76.9902454173,small,core
793,182.221580916,26.7095616785,small,core
30780,182.268431459,48.6870126917,small,core
1440,182.588772121,88.9904991953,small,core
1420,182.721981789,47.5964083989,small,core
1374,183.103772782,22.9884382645,small,core
30191,183.428574917,72.5018463611,small,core
1353,183.661163781,47.6475783451,small,core
645,183.687376205,82.7086460859,small,core
1416,183.954111829,8.99281574518,small,core
371,184.512963652,94.2544435328,small,core
1415,184.582352,-3.51793202386,small,core
3605,185.14433113,42.5561438343,small,core
3240,185.31951646,75.0960471847,small,core
2832,185.636844476,89.7157708086,small,core
706,185.637131527,48.9110779287,small,core
30500,185.655880832,4.59337031319,small,core
